R_ 1,R_ 2,R_ 3,R_ 4,R_ 5,R_ 6,R_ 7,R_ 8,R_ 9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,T,max_ 1,max_ 2,max_ 3,max_ 4,max_ 5,max_ 6,max_ 7,max_ 8,max_ 9,max_10,max_11,max_12,max_13,max_14,max_15,max_16,max_17,max_18,max_19,max_20,max_21,max_22,max_23,max_24,max_25,max_26,max_27,max_28,max_29,max_30,max_31,max_32,max_33,max_34,max_35,max_36,max_37,max_38,max_39,max_40,max_41,max_42,max_43,max_44,max_45,max_46,max_47,max_48,max_49,max_50
0.00705235674726406,0.00682759577503858,0.00687395356946603,0.00700611739392957,0.0065789450377409,0.00694477324372799,0.00753505888059811,0.0069197633709596,0.00719715432455782,0.00728854993794339,0.00770623381668664,0.0067672972047156,0.00650800515958597,0.00707570661366959,0.00723816360824178,0.00733042463155143,0.00678608989377077,0.00730878888976227,0.00687413117372401,0.00717616336358068,0.00678109114888593,0.00703487043834179,0.00706130591297288,0.00654673499546695,0.00718603148934531,0.00770622990177942,0.00703739824753668,0.00732829341377501,0.00704688239189449,0.00751003446689398,0.00733939807455448,0.00679880981351694,0.00703264338200134,0.00707434887860686,0.00670973908722613,0.00682570955667315,0.0065624127838489,0.00672719518150115,0.00666650084218809,0.00691810634570144,0.00686455384654788,0.0074574287625717,0.00793464494733208,0.00755134985093641,0.00709417866486237,0.00713105612540033,0.00695067985530083,0.0069344231645603,0.00690944890798208,0.007691410727276,0,0.259846492018306,0.259846492018306,0.222022208531803,0.259846492018306,0.200165226963507,0.201807841835259,0.235192241080707,0.245648930880159,0.211136890951276,0.245648930880159,0.259846492018306,0.245648930880159,0.222022208531803,0.222022208531803,0.235192241080707,0.259846492018306,0.200165226963507,0.245648930880159,0.191666064851592,0.245648930880159,0.222022208531803,0.259846492018306,0.20725705873363,0.190150765741252,0.222022208531803,0.245648930880159,0.203778274919215,0.259846492018306,0.235192241080707,0.245648930880159,0.222022208531803,0.187989199688664,0.20725705873363,0.259846492018306,0.216753559693319,0.235192241080707,0.211136890951276,0.235192241080707,0.201807841835259,0.245648930880159,0.259846492018306,0.20725705873363,0.259846492018306,0.259846492018306,0.216753559693319,0.259846492018306,0.201807841835259,0.203778274919215,0.245648930880159,0.245648930880159
0.141047134945281,0.136533964452724,0.137320937947252,0.142224176260348,0.131120173563532,0.138949104555587,0.153652814159702,0.136622172058632,0.143943086491156,0.145541128481079,0.15041592466971,0.133234598780644,0.129973943455523,0.141578035153885,0.147778445767844,0.141693908163383,0.130639213891312,0.16948219035269,0.137735683824351,0.146631326203515,0.129023989469006,0.139866446306338,0.133282259106879,0.130934699909339,0.143232076755044,0.145192691662931,0.140747964950734,0.146499798965617,0.140436372511659,0.150052778203594,0.143798662523786,0.132956491844097,0.130137813552048,0.134330339725394,0.115203832766833,0.132255141076214,0.130099070852952,0.134301027368329,0.131509805857783,0.145491269128013,0.136833962984226,0.148992601498659,0.154963470875707,0.136101918834779,0.135729912618341,0.136073933777588,0.141589041827844,0.139065714128389,0.124968635762624,0.153228144074413,200,0.259846492018306,0.259846492018306,0.222022208531803,0.259846492018306,0.200165226963507,0.201807841835259,0.26091624712421,0.245648930880159,0.211136890951276,0.245648930880159,0.259846492018306,0.245648930880159,0.222022208531803,0.222022208531803,0.235192241080707,0.259846492018306,0.206730839981374,0.308139534883721,0.191666064851592,0.245648930880159,0.222022208531803,0.259846492018306,0.224476118749675,0.190150765741252,0.222022208531803,0.245648930880159,0.203778274919215,0.259846492018306,0.235192241080707,0.245648930880159,0.222022208531803,0.227679742943128,0.20725705873363,0.259846492018306,0.226744186046512,0.235192241080707,0.211136890951276,0.235192241080707,0.201807841835259,0.245648930880159,0.259846492018306,0.20725705873363,0.294013733151317,0.259846492018306,0.276815460176079,0.259846492018306,0.231140001657575,0.203778274919215,0.270494274432757,0.245648930880159
0.14081401478141,0.134253770313408,0.124000202087665,0.148196614617316,0.114493220051064,0.137600387049621,0.164877747672942,0.121828029714068,0.134226784354879,0.133855052106667,0.152376228341192,0.122515259310499,0.124455600452677,0.130075260054048,0.156565288190083,0.159308656857514,0.134189640650539,0.22608995653592,0.131448790377002,0.163220463863329,0.110463291484705,0.132921792461185,0.134340825893881,0.113734725457332,0.13473014888918,0.17289195286264,0.142401706246308,0.170043690330373,0.133061303307937,0.154382100924102,0.145117981879756,0.120389950682859,0.129973746981688,0.122525393165726,0.0902575123684981,0.121327624260742,0.111528535478838,0.134757331348012,0.130691998079447,0.149270872842431,0.132222572769677,0.12729557372759,0.151808216279741,0.141085056785542,0.129285470886178,0.120776017035077,0.142325525822019,0.130911537271439,0.108918397613637,0.144400202854345,400,0.259846492018306,0.259846492018306,0.222022208531803,0.263411279229711,0.211428571428572,0.201807841835259,0.359866106603816,0.245648930880159,0.231771705896627,0.262106001687095,0.280785246876859,0.270732736601293,0.222022208531803,0.222022208531803,0.270837644294012,0.265715459246767,0.200165226963507,0.306773935690158,0.191666064851592,0.245648930880159,0.193692846333321,0.259846492018306,0.242747776242916,0.190150765741252,0.222022208531803,0.272800972841508,0.213078344026103,0.279384088964927,0.235192241080707,0.245648930880159,0.248097897560049,0.224100768720266,0.278539415101074,0.259846492018306,0.216753559693319,0.252264431350055,0.224598255582538,0.235192241080707,0.201807841835259,0.336475023562677,0.259846492018306,0.20725705873363,0.306092067803894,0.243723805088692,0.276815460176079,0.298304333915783,0.234609201991929,0.203778274919215,0.245648930880159,0.249689302908584
0.130344770847402,0.132015711425943,0.131505042533511,0.142793100059829,0.118557067867567,0.12947170335399,0.173046127024921,0.165098720642752,0.134317801698802,0.129545510725483,0.155877415966759,0.159545352482552,0.122636887992718,0.114408609328825,0.18261898919745,0.164833625992748,0.13246340639478,0.246050843916183,0.127965708980022,0.169882740179573,0.111563845586486,0.153243785562522,0.139702964483696,0.121373854257319,0.125478729930216,0.164094859120592,0.143125265330578,0.182602011230913,0.124325487122593,0.144310646782213,0.128285572082044,0.137644576948265,0.162278370835879,0.12782254950713,0.10810636550305,0.135905477119797,0.126861687892028,0.126149984174814,0.0975120005177778,0.176217021574182,0.138251119791037,0.140681810687042,0.179423845464505,0.141787417506273,0.138550243966546,0.156813009212112,0.139604061804577,0.118999393609381,0.129415271457024,0.149320983006834,600,0.259846492018306,0.259846492018306,0.222022208531803,0.263411279229711,0.18551515181085,0.238257362298144,0.25807741817472,0.265005272559021,0.231771705896627,0.245648930880159,0.276393715432431,0.27139117083612,0.222022208531803,0.201807841835259,0.270837644294012,0.263255813953489,0.227127435502009,0.325095867064337,0.191666064851592,0.27529692891785,0.236816775800426,0.259846492018306,0.250719502081161,0.190150765741252,0.248819641170916,0.272800972841508,0.203778274919215,0.279384088964927,0.235192241080707,0.245648930880159,0.267891844548587,0.224100768720266,0.305760414590393,0.259846492018306,0.221726216475932,0.235192241080707,0.211136890951276,0.236106443355629,0.201807841835259,0.245648930880159,0.259846492018306,0.211266854846911,0.312342569269521,0.252931591740791,0.216753559693319,0.320667704959244,0.241477943988901,0.203778274919215,0.245648930880159,0.245648930880159
0.129939124600492,0.145439969154637,0.123467561811898,0.140358019250481,0.124811043392059,0.131166302531333,0.176600492587908,0.163124739349445,0.152530350291951,0.149026837375586,0.164173937485231,0.149020233190715,0.106287855187091,0.127515752737532,0.190939884078653,0.186889099204479,0.128200449362109,0.242723566646316,0.121175324945294,0.17625110356232,0.130155744031263,0.157792400080132,0.147345289504698,0.101660476237402,0.111948021837119,0.162877350783625,0.102652853759769,0.176140959122098,0.157375071535198,0.137251953004655,0.157397492919708,0.131461687230166,0.15924378866904,0.152694469240639,0.110981891954738,0.143573227240919,0.128872188389182,0.129794273837438,0.107871403719417,0.173650345695358,0.128606438707269,0.115399682564114,0.157425126320616,0.151396866683303,0.150782283575337,0.179805230086558,0.134375540966008,0.126142715619197,0.164913651158744,0.154020071981335,800,0.259846492018306,0.238232184394164,0.222022208531803,0.263411279229711,0.18551515181085,0.221256913467292,0.240952461961063,0.32421310199088,0.231771705896627,0.271126084650085,0.259846492018306,0.246306718860467,0.222022208531803,0.201807841835259,0.270837644294012,0.30732258533608,0.240068595671863,0.321623956233804,0.191666064851592,0.339131644245641,0.191666064851592,0.259846492018306,0.295314037006303,0.190150765741252,0.264371902238933,0.272800972841508,0.240537127189905,0.279384088964927,0.235192241080707,0.363278008298755,0.271347085201794,0.226815726821626,0.305760414590393,0.266662006291506,0.216753559693319,0.235192241080707,0.211136890951276,0.235192241080707,0.231858584071477,0.245648930880159,0.272139199185409,0.254201980974411,0.279128032396019,0.225859628318407,0.235738882496057,0.326974486929785,0.231950052125031,0.230549497476896,0.288245610263338,0.245648930880159
0.137434085801832,0.132461857603326,0.118691415425713,0.164902002394169,0.117376950733706,0.121101186239599,0.17742522197951,0.17449603248404,0.136016476136783,0.152248934818179,0.177399494113069,0.149283142276019,0.103915374273925,0.127899965343525,0.216205247953196,0.178738854423297,0.135706413285922,0.239064256082207,0.104923315146886,0.17366939322277,0.12702685272012,0.185555194322684,0.171364155767957,0.107772460846712,0.106654255449698,0.167356545656229,0.109038344594819,0.18201331957949,0.160481301779262,0.196820416073139,0.162112626460058,0.130855408773934,0.160004011174079,0.157081541321088,0.111852190984669,0.133488945146638,0.130217538250511,0.131480001645734,0.108950162152389,0.178663603612526,0.134582120732795,0.109485069038216,0.178783261432106,0.145434509381297,0.149369291107912,0.226019194379844,0.164025047224312,0.141001429916722,0.16361380303216,0.157828962039343,1000,0.259846492018306,0.250408313016309,0.23514806491795,0.263411279229711,0.18551515181085,0.217341415350844,0.255862428348098,0.289049369591942,0.231771705896627,0.248273263845284,0.259846492018306,0.290499463583264,0.222022208531803,0.201807841835259,0.298849988812874,0.341256980071489,0.278026097705219,0.321623956233804,0.191666064851592,0.328058324051439,0.191666064851592,0.306256860592755,0.355885800028808,0.175097003899095,0.242854975708553,0.272800972841508,0.203778274919215,0.279384088964927,0.289867344058707,0.388181859693766,0.280430307457335,0.225495168932711,0.33382030679328,0.266138390636915,0.221661728631783,0.235192241080707,0.211136890951276,0.22502055832603,0.191393993724787,0.307430516165627,0.259846492018306,0.20725705873363,0.279128032396019,0.270017433712013,0.233867210692011,0.326974486929785,0.231140001657575,0.252279240655928,0.281792470404932,0.245648930880159
0.136594299053237,0.150901705297325,0.122886740840259,0.137029238311494,0.125616292205093,0.139650139777233,0.187245658731305,0.194663198258104,0.149475193874481,0.151340283219033,0.153372607229188,0.119595364439356,0.116564827539874,0.13043144727228,0.227002998830469,0.20330767595269,0.134326452708942,0.246804753092885,0.11696903075773,0.193394989683387,0.111281306130472,0.180262739547169,0.179418113022816,0.110507190742007,0.128060563404085,0.170047701957471,0.111222700403694,0.196375129700547,0.187833063788966,0.21155685518903,0.188704124803287,0.16128834899615,0.187150822784803,0.145715720126884,0.128531386157835,0.145780823470898,0.133305409490292,0.120337602535148,0.126102898332721,0.169302766011866,0.158493811813962,0.113312468227761,0.182131477138445,0.156258689468584,0.168246797345019,0.238105471075243,0.163175209822762,0.141121636827082,0.163597358096216,0.156518186004565,1200,0.259846492018306,0.275455360661637,0.221988305167628,0.263411279229711,0.202167931570504,0.225156925705308,0.257258140781137,0.305637982195846,0.254649459875025,0.289654507317308,0.266663587232667,0.246580016750938,0.2666598123123,0.273132795304475,0.298849988812874,0.343971796219644,0.261995945032665,0.322175732217573,0.199290883016665,0.287191424859246,0.191666064851592,0.274207618493748,0.310892040585885,0.169438202247191,0.211136890951276,0.332263242375602,0.206801805171167,0.318318516313279,0.378660612939841,0.39573266652258,0.280430307457335,0.217443012884044,0.33382030679328,0.290442349352382,0.206524199583674,0.235192241080707,0.211136890951276,0.270537736973888,0.191393993724787,0.288156184284561,0.259846492018306,0.20725705873363,0.279826666356033,0.225859628318407,0.248226576650749,0.33376371240062,0.231140001657575,0.289403602292052,0.332651723685935,0.245648930880159
0.146013195696528,0.160741513467295,0.137079869237762,0.18567318854345,0.129199372820705,0.150407889156014,0.183037418909759,0.212790524034842,0.161251158840099,0.140001531590584,0.175921005605868,0.158945241363236,0.125532066721413,0.130015336257975,0.227485484672505,0.242110448754118,0.164847377597355,0.245955604479864,0.128043196160685,0.198642526890022,0.104637785090061,0.18261013918752,0.176797732350596,0.0900251356218855,0.116944963396192,0.21192293071779,0.120369827060945,0.197954139128002,0.223617342263096,0.218679721482621,0.196930752222778,0.167475160357479,0.1784088398123,0.176860473820959,0.142159739227028,0.151582155535168,0.125468622504062,0.141938671644239,0.12207946772492,0.199266776697712,0.157881650511541,0.132715054460372,0.197370570794792,0.149251577033136,0.155544852000518,0.230355316210366,0.146822009019742,0.138585728299336,0.182919578634454,0.173705777366681,1400,0.259846492018306,0.218279611500213,0.221988305167628,0.280481137233461,0.208347978910369,0.219544150088601,0.240952461961063,0.310523904078204,0.228663123186597,0.245648930880159,0.259846492018306,0.275576654725086,0.237553941156944,0.234231599319369,0.298849988812874,0.341256980071489,0.261995945032665,0.321623956233804,0.196881013681977,0.267515104769251,0.248670055581694,0.278623689934744,0.333056691992986,0.18232621683455,0.246552753909892,0.332263242375602,0.203778274919215,0.279384088964927,0.378660612939841,0.340515760531396,0.324081843413154,0.228682323740363,0.345686077790292,0.266138390636915,0.26692627964133,0.235192241080707,0.228653060240383,0.23655876569594,0.193233818285101,0.351295566608773,0.259846492018306,0.232510545370255,0.279826666356033,0.275561821046521,0.242886465471019,0.326974486929785,0.231140001657575,0.289403602292052,0.286757038581856,0.245648930880159
0.159368556237471,0.178649532889159,0.143067793410013,0.181045029114327,0.134834002967551,0.132124096634839,0.184641874656554,0.22725057362266,0.149996752990764,0.138304956601912,0.180616035418078,0.163197818562067,0.133794360065257,0.139119528426322,0.22757093497024,0.246451621324315,0.145126297295332,0.255466873498542,0.120450554721737,0.200767712606664,0.115104868388205,0.198201314765814,0.187488161445443,0.101672725594151,0.103037884884918,0.195720375641345,0.107881665878523,0.211687786160581,0.215359532388257,0.226568656250059,0.197049018074332,0.160941146563475,0.19592975632223,0.158304299787235,0.138661138214257,0.115851773581261,0.131111069402689,0.145155236886431,0.124013107990828,0.215673362260929,0.154691813825876,0.1289524411303,0.2065535968203,0.170052446292302,0.169581555001933,0.212747015567804,0.146178744558205,0.151295562278185,0.197466405942422,0.172743947728058,1600,0.265009911067391,0.218279611500213,0.221988305167628,0.275185835418923,0.203196499921873,0.274403129405868,0.240952461961063,0.312200706609383,0.253336928677363,0.214072605647197,0.275403680060083,0.258372787634389,0.249791680020512,0.218756732770268,0.298849988812874,0.341256980071489,0.261995945032665,0.33637192342753,0.196881013681977,0.333475207490955,0.197293469530246,0.307692307692308,0.256376147098743,0.172625127681307,0.210762331838565,0.315111646437506,0.203778274919215,0.293627312253981,0.39019451925313,0.370559819393029,0.324081843413154,0.237159436081144,0.305760414590393,0.266138390636915,0.261080646851315,0.259327137059825,0.273910352391832,0.251094755300888,0.191393993724787,0.351295566608773,0.30087382605145,0.221097240775715,0.314680601094095,0.273788557339103,0.233867210692011,0.326974486929785,0.255977865070282,0.300114496642002,0.286915353848665,0.245648930880159
0.154150236249542,0.170487107458595,0.149830200177355,0.188683798802944,0.124548400388652,0.132325091984983,0.194433097957568,0.242139669650175,0.180088567236526,0.147529230883879,0.174571401827245,0.180911764503114,0.144880179474377,0.124902758013407,0.229462789962755,0.244908294707724,0.162893864176814,0.263185616242155,0.108856931497697,0.202531421022832,0.115351451832926,0.186456210062396,0.18501725832478,0.109228143791935,0.111748059590623,0.205619262087836,0.113990940479656,0.187155816264745,0.243916381234256,0.217825795681646,0.214129968718587,0.154248521234376,0.20859007143852,0.17389305020936,0.152321213379203,0.139006132462294,0.132599773350793,0.139346765346176,0.121425986747283,0.209720010943188,0.166766957740836,0.14567212001294,0.212220738836611,0.159961584993606,0.173957216667111,0.232473325502849,0.147715899771611,0.149420515360301,0.218664499673759,0.172155551831451,1800,0.220271285009027,0.218279611500213,0.221988305167628,0.275862068965517,0.208463196548876,0.260190695369173,0.240952461961063,0.320553529152245,0.278408272203523,0.202558215304753,0.259846492018306,0.264227877630128,0.229717196926903,0.255526037502257,0.298849988812874,0.341256980071489,0.261995945032665,0.350064477730384,0.222402954235724,0.271189787550383,0.206208855967638,0.294261675913626,0.256376147098743,0.172604990245405,0.204419889502762,0.322267910527902,0.203778274919215,0.279384088964927,0.378660612939841,0.340955118573202,0.289654507317308,0.22888353814157,0.309795407070355,0.318204296939392,0.193616513211235,0.300058038305281,0.259069219563241,0.258352313733352,0.208675962340603,0.339517689034089,0.259846492018306,0.221097240775715,0.306317742407968,0.276698960107601,0.249979385976967,0.326974486929785,0.255977865070282,0.289403602292052,0.281792470404932,0.245648930880159
